# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
2,1,99.04608154296875,-125.48493957519531,99.04608154296875,-125.48493957519531,98.26519775390625,-124.41519165039062,98.26519775390625,-124.41519165039062,98.70953369140625,-125.03140258789062,98.10955810546875,-126.22674560546875,98.10955810546875,-126.22674560546875,97.33602905273438,-126.32333374023438,97.33602905273438,-126.32333374023438,96.1197509765625,-125.5,93.0872802734375,-127.5450439453125,93.0872802734375,-127.5450439453125,87.1387939453125,-128.98358154296875,87.1387939453125,-128.98358154296875,87.1387939453125,-128.98358154296875,78.18331909179688,-129.350341796875,66.59487915039062,-128.24221801757812,66.59487915039062,-128.24221801757812,51.1898193359375,-124.8497314453125,51.1898193359375,-124.8497314453125,51.1898193359375,-124.8497314453125,37.32501220703125,-117.02980041503906,19.229583740234375,-108.26132202148438,19.229583740234375,-108.26132202148438,-3.34918212890625,-101.10348510742188,-3.34918212890625,-101.10348510742188,-3.34918212890625,-101.10348510742188,-21.19207763671875,-92.80136108398438,-37.54327392578125,-83.76075744628906,-37.54327392578125,-83.76075744628906,-52.57868957519531,-72.87631225585938,-52.57868957519531,-72.87631225585938,-64.82127380371094,-62.80523681640625,-72.57061767578125,-53.32936096191406,-72.57061767578125,-53.32936096191406,-76.92141723632812,-43.430572509765625,-79.22482299804688,-35.56927490234375,-79.22482299804688,-35.56927490234375,-80.99522399902344,-31.085906982421875,-80.99522399902344,-31.085906982421875,
2,2,77.4542236328125,-114.56111145019531,77.4542236328125,-114.56111145019531,76.610107421875,-114.66317749023438,76.610107421875,-114.66317749023438,76.74514770507812,-114.74102783203125,76.74514770507812,-114.74102783203125,76.60565185546875,-115.8077392578125,76.60565185546875,-115.8077392578125,76.88827514648438,-115.34805297851562,76.88827514648438,-115.34805297851562,77.68478393554688,-116.23442077636719,81.396240234375,-116.88334655761719,81.396240234375,-116.88334655761719,81.396240234375,-116.88334655761719,86.93746948242188,-119.7572021484375,86.93746948242188,-119.7572021484375,97.52816772460938,-124.15939331054688,111.32183837890625,-123.88742065429688,111.32183837890625,-123.88742065429688,111.32183837890625,-123.88742065429688,126.01849365234375,-123.84872436523438,126.01849365234375,-123.84872436523438,141.81112670898438,-123.06851196289062,141.81112670898438,-123.06851196289062,158.49606323242188,-118.02700805664062,158.49606323242188,-118.02700805664062,174.14141845703125,-112.90281677246094,174.14141845703125,-112.90281677246094,188.16604614257812,-107.22239685058594,188.16604614257812,-107.22239685058594,199.86257934570312,-100.1661376953125,209.351318359375,-94.583740234375,209.351318359375,-94.583740234375,218.58905029296875,-86.24234008789062,218.58905029296875,-86.24234008789062,224.16311645507812,-76.91268920898438,228.39984130859375,-68.72787475585938,228.39984130859375,-68.72787475585938,231.09335327148438,-61.446319580078125,231.09335327148438,-61.446319580078125,231.83642578125,-56.087371826171875,233.43988037109375,-53.00364685058594,233.43988037109375,-53.00364685058594,233.21115112304688,-50.99778747558594,233.21115112304688,-50.99778747558594,231.77188110351562,-49.24919128417969,231.77188110351562,-49.24919128417969,
2,3,80.04336547851562,-102.87515258789062,78.93292236328125,-103.14678955078125,78.93292236328125,-103.14678955078125,77.131103515625,-102.67434692382812,77.131103515625,-102.67434692382812,77.131103515625,-102.67434692382812,74.78231811523438,-104.10391235351562,72.55902099609375,-108.97137451171875,72.55902099609375,-108.97137451171875,69.65695190429688,-115.446044921875,69.65695190429688,-115.446044921875,69.65695190429688,-115.446044921875,68.1119384765625,-124.84443664550781,67.51535034179688,-135.71932983398438,67.51535034179688,-135.71932983398438,65.74057006835938,-148.0502471923828,65.74057006835938,-148.0502471923828,64.31207275390625,-161.87637329101562,63.9422607421875,-177.43653869628906,63.9422607421875,-177.43653869628906,63.295654296875,-192.60655212402344,63.295654296875,-192.60655212402344,64.32052612304688,-200.30430603027344,63.98406982421875,-211.6276092529297,63.98406982421875,-211.6276092529297,64.04840087890625,-224.65420532226562,64.04840087890625,-224.65420532226562,63.075347900390625,-240.25765991210938,63.075347900390625,-240.25765991210938,60.92864990234375,-256.74176025390625,60.92864990234375,-256.74176025390625,59.4267578125,-269.6983642578125,61.27764892578125,-277.59136962890625,61.27764892578125,-277.59136962890625,62.3902587890625,-282.9167175292969,62.3902587890625,-282.9167175292969,62.89312744140625,-284.8436584472656,63.10986328125,-286.6587829589844,63.10986328125,-286.6587829589844,63.933502197265625,-286.12823486328125,63.933502197265625,-286.12823486328125,63.933502197265625,-286.12823486328125,64.04342651367188,-286.0234680175781,64.04342651367188,-286.0234680175781,
